i,j,sigma
36,28,1.1500837050115847e-05
36,29,7.675358730393506e-06
36,30,-4.487157515415626e-05
36,31,1.0120229275581405e-05
36,32,-5.552355004226016e-05
36,33,-9.657932560805925e-06
36,34,-3.0959172828364995e-05
36,35,1.653937410990236e-05
36,36,0.00015750758610046654
36,37,-3.662750074327365e-05
36,38,-3.493614004322508e-05
36,39,6.209280969534882e-05
36,40,1.3301660519087458e-05
36,41,-3.7715193766628563e-05
36,42,4.230303861534713e-05
36,43,-4.652960814234198e-05
36,44,-9.334495170060612e-06
36,45,1.8305829838637844e-05
36,46,-3.3631814122459474e-05
36,47,-9.728303140755556e-06
36,48,-2.1367470854388096e-05
36,49,3.739449507466963e-05
36,50,2.867380580520299e-05
37,1,2.572427694146152e-06
37,2,2.043125914538669e-05
37,3,-3.825902869844747e-05
37,4,-2.674568636818172e-05
37,5,-6.299226322522136e-05
37,6,-6.31920650910384e-05
37,7,5.753882018825997e-05
37,8,-6.20774115909347e-05
37,9,-4.7834828290766334e-05
37,10,4.823887095988384e-05
37,11,0.00010919135957618283
37,12,9.450268806343921e-06
37,13,-6.21184066122119e-06
37,14,1.4739915383367243e-05
37,15,-7.334768259947986e-05
37,16,-0.00010229897032034079
37,17,2.7116943007449762e-05
37,18,0.00010882226137891704
37,19,-8.214760438635886e-05
37,20,-2.3436268181544413e-05
37,21,-7.774414771200497e-05
37,22,3.516134027185795e-05
37,23,-9.985097222410053e-05
37,24,-5.346611330817992e-05
37,25,3.104785847624651e-05
37,26,-0.00011757380984647593
37,27,-3.62828001472084e-05
37,28,-3.311777882848771e-05
37,29,7.756604046327765e-06
37,30,-5.135261680526274e-05
37,31,-2.4997661015506967e-05
37,32,0.00013740570879597564
37,33,8.276189948474812e-05
37,34,-4.668199657731917e-05
37,35,4.87980835426598e-06
37,36,-3.662750074327365e-05
37,37,0.0005
37,38,0.00010655087925263653
37,39,-0.00015524317831649902
37,40,-0.00010154231585099218
37,41,8.552156384768767e-05
37,42,-7.18278786792857e-05
37,43,0.00010773608082629427
37,44,2.2391732388344866e-05
37,45,5.707674456923715e-05
37,46,4.928897782353722e-05
37,47,-0.00010547518271025008
37,48,-7.22344097757694e-05
37,49,-3.840721448347945e-05
37,50,6.868861923304947e-05
38,1,1.5333142275751192e-05
38,2,-6.258049891709777e-05
38,3,6.212154292726188e-07
38,4,8.095370544350923e-05
38,5,-6.550038557208117e-05
38,6,9.191505360899461e-07
38,7,6.122274026645445e-05
38,8,-9.132907790226163e-05
38,9,-3.930385881194521e-05
38,10,5.8733891114401394e-05
38,11,4.53176992182579e-05
38,12,-3.605368596109487e-07
38,13,8.777866216418295e-05
38,14,2.6902155736286776e-05
38,15,9.2613107622623e-05
38,16,-2.2231421757374916e-05
38,17,3.333155874843522e-05
38,18,-4.334866001034327e-05
38,19,-2.689058874996687e-05
38,20,5.570095343441129e-05
38,21,-5.483465416002836e-05
38,22,-3.7659009638946806e-05
38,23,3.0279435950297854e-05
38,24,-6.269864152687165e-05
38,25,1.7384481734618513e-05
38,26,2.91602234529021e-05
38,27,-1.278441012665724e-05
38,28,2.5790361098676302e-05
38,29,-3.628130610842089e-06
38,30,8.980879507165785e-05
38,31,-2.725510753331465e-05
38,32,2.920663406219748e-05
38,33,6.039014590466786e-05
38,34,2.0538359619657077e-05
38,35,-5.09702772093157e-05
38,36,-3.493614004322508e-05
38,37,0.00010655087925263653
38,38,0.00024119421916453106
38,39,-0.00010592179432266532
38,40,-4.445835677317376e-05
38,41,5.910440671366763e-05
38,42,-7.513304424966222e-05
38,43,8.221183792806752e-05
38,44,4.531424507006907e-05
38,45,-1.277940770973349e-05
38,46,3.095011940013292e-05
38,47,2.0133525293982782e-05
38,48,9.919914120659497e-06
38,49,-7.646637969285352e-05
38,50,-5.052415855305888e-06
39,1,-3.512535255193318e-05
39,2,2.6456708902545148e-05
39,3,1.641174526229462e-05
39,4,-5.619726741646682e-05
39,5,-1.8609770323317718e-05
39,6,-1.78082767605949e-05
39,7,3.604045254085688e-05
39,8,9.30143196342377e-05
39,9,6.199861651740326e-05
39,10,-6.381584262992458e-06
39,11,-2.896932769072683e-05
39,12,-3.8137589243535724e-05
39,13,-4.8684868049505645e-05
39,14,-2.985464253955546e-05
39,15,-5.339574496516621e-05
39,16,4.808179984074292e-06
39,17,2.4478093181551544e-05
39,18,2.6464205700787854e-05
39,19,9.211846300200712e-05
39,20,-1.2263959452257909e-05
39,21,9.529271684685327e-05
39,22,-7.386928428857252e-06
39,23,4.521367888622355e-05
39,24,7.757480728764496e-05
39,25,-1.9736668213955423e-05
39,26,8.119559569759788e-05
39,27,-1.1707328247091393e-05
39,28,1.9867350389782697e-05
39,29,-4.829292434480309e-06
39,30,-3.852740803132806e-05
39,31,-3.2135855265890795e-06
39,32,-6.669268202769374e-05
39,33,7.759843101307679e-06
39,34,-1.2379863081425572e-05
39,35,7.729577221205274e-05
39,36,6.209280969534882e-05
39,37,-0.00015524317831649902
39,38,-0.00010592179432266532
39,39,0.0003059426226295255
39,40,5.615412777795452e-05
39,41,-6.529148084091463e-05
39,42,0.00011084088685638443
39,43,-0.00011735599543695987
39,44,-2.5701425242739808e-05
39,45,1.4109803090166428e-05
39,46,4.008185089584345e-05
39,47,3.069881901565108e-05
39,48,1.3790083864124553e-06
39,49,4.450463566659409e-05
39,50,6.364153262475704e-06
40,1,-1.1222969544001782e-05
40,2,1.9200768832391454e-05
40,3,4.544406815691998e-05
40,4,2.7486495593545525e-05
40,5,9.187497766492973e-05
40,6,-6.755675254340593e-06
40,7,5.948502745766134e-05
40,8,-2.069597277055478e-05
40,9,-9.11332842139365e-05
40,10,-9.470984739476114e-05
40,11,9.846261628542096e-05
40,12,-7.571388522877205e-05
40,13,-7.997461816919212e-05
40,14,-0.00010055777954515416
40,15,6.131858714816572e-05
40,16,-9.812119534893176e-05
40,17,-5.6626642422228745e-05
40,18,5.491878635935608e-06
40,19,-8.110686193650518e-05
40,20,3.064557013751195e-05
40,21,1.3342047693835196e-05
40,22,-3.1786527087224765e-06
40,23,8.087410659332627e-05
40,24,-5.4155910690653265e-06
40,25,-7.621484536676766e-05
40,26,3.8962250471586076e-05
40,27,8.397635839612796e-05
40,28,-0.0001163002492194106
40,29,8.811864594786716e-06
40,30,-4.039282490724651e-05
40,31,1.5637900830921643e-05
40,32,-0.00010269811053348415
40,33,-4.886162288647045e-05
40,34,0.00010101780062931207
40,35,6.856784474806562e-05
40,36,1.3301660519087458e-05
40,37,-0.00010154231585099218
40,38,-4.445835677317376e-05
40,39,5.615412777795452e-05
40,40,0.00045071055957219365
40,41,-5.0156917141121795e-05
40,42,-1.4290052923647351e-05
40,43,2.1572566286515638e-05
40,44,-3.9596765922642684e-05
40,45,-8.141187913866271e-06
40,46,-3.278954006582665e-05
40,47,9.074282652764859e-05
40,48,-6.73225153058122e-06
40,49,6.283923804513382e-05
40,50,6.605962012200287e-06
41,1,5.687266069404234e-05
41,2,4.096499163341506e-07
41,3,6.5393533627798374e-06
41,4,1.6963957166009186e-05
41,5,-2.30059691341525e-05
41,6,1.048612795051955e-05
41,7,3.4912734494575296e-05
41,8,-4.72606477444301e-05
41,9,-2.461850440662293e-05
41,10,3.384110542050967e-05
41,11,3.360828263815587e-05
41,12,2.5868060750379886e-05
41,13,7.047636355775335e-05
41,14,-9.086685904759506e-06
41,15,3.6533078871961504e-05
41,16,-1.1007618134623399e-05
41,17,2.1726430828481812e-05
41,18,-9.040387737832155e-06
41,19,-4.589239645935741e-05
41,20,-2.6075133565131625e-05
41,21,-4.180637900230206e-05
41,22,6.257943916774976e-05
41,23,-5.126042137892676e-05
41,24,-5.547824499651114e-05
41,25,2.3357900099539858e-05
41,26,-2.9349624671050102e-05
41,27,-7.83416335151268e-05
41,28,1.4201028951509449e-05
41,29,-2.6050068298760317e-06
41,30,9.572722904936616e-05
41,31,-2.404543259342147e-05
41,32,5.1075299671059575e-05
41,33,3.6958065906668904e-05
41,34,3.29025623588116e-05
41,35,-2.862616487521652e-05
41,36,-3.7715193766628563e-05
41,37,8.552156384768767e-05
41,38,5.910440671366763e-05
41,39,-6.529148084091463e-05
41,40,-5.0156917141121795e-05
41,41,0.00019110844809693564
41,42,-4.626368357540026e-05
41,43,5.3392284632946735e-05
41,44,1.2324994194060129e-05
41,45,1.802161486687926e-05
41,46,2.7453295337142037e-05
41,47,2.3280779923892275e-05
41,48,-6.131374646480687e-06
41,49,-3.791477904782599e-05
41,50,-8.769682245953991e-06
42,1,-5.364015235633691e-05
42,2,2.1486442733703472e-05
42,3,3.034615100283998e-05
42,4,-3.3615168013237555e-05
42,5,-2.6424254222177997e-05
42,6,-3.215742086461588e-05
42,7,-7.674686745893545e-06
42,8,3.825938655194223e-05
42,9,5.5004760765810114e-05
42,10,1.1570809317992652e-05
42,11,-4.191956341495157e-05
42,12,-2.7443864328872114e-06
42,13,-2.7377251632270336e-06
42,14,-1.152134348362899e-05
42,15,-5.794917442582961e-05
42,16,1.1525520119489835e-05
42,17,3.4094197687816626e-05
42,18,2.9693887557984084e-05
42,19,6.741705514056483e-05
42,20,-1.1466161905803131e-05
42,21,6.901299701858268e-05
42,22,-5.1439989403427046e-05
42,23,2.6220006038305174e-05
42,24,7.192467387689212e-05
42,25,-2.5981534895068967e-05
42,26,3.658821444759937e-05
42,27,2.3906677043112828e-05
42,28,1.6507842651839734e-05
42,29,1.9822035415583278e-05
42,30,-6.050066285152593e-05
42,31,-1.1188500270498387e-05
42,32,-3.78191225902635e-05
42,33,6.764010857970505e-07
42,34,-4.7123637535055805e-06
42,35,6.850369559194993e-05
42,36,4.230303861534713e-05
42,37,-7.18278786792857e-05
42,38,-7.513304424966222e-05
42,39,0.00011084088685638443
42,40,-1.4290052923647351e-05
42,41,-4.626368357540026e-05
42,42,0.00019181224281207446
42,43,-0.00010604941440928982
42,44,-1.2946800587065042e-05
42,45,1.92118590228547e-05
42,46,-3.469711855609138e-07
42,47,9.348247195192065e-06
42,48,-3.125622904653621e-06
42,49,6.941825174155666e-05
42,50,9.645375750992454e-06
43,1,6.170337900705227e-05
43,2,-4.0184861987657115e-05
43,3,-7.405134317708752e-05
43,4,2.5499085387487636e-05
43,5,-1.9018384417953524e-05
43,6,2.9379934826131694e-05
43,7,3.077232431346789e-05
43,8,-9.044428128058319e-05
43,9,-4.175680835446846e-05
43,10,-2.908187323540915e-05
43,11,7.674749564288076e-05
43,12,5.103017104108653e-06
43,13,-1.1323527155787526e-05
43,14,-2.1889020132640665e-05
43,15,5.3137447911085124e-05
43,16,-4.387332049015084e-05
43,17,2.4249551761681576e-05
43,18,-2.3258905971766998e-05
43,19,-3.546711493127579e-05
43,20,-4.5485065162287406e-05
43,21,-8.156225569651407e-05
43,22,3.750104842746285e-05
43,23,-3.247604831141617e-05
43,24,-8.942778635018157e-05
43,25,4.8921084272411404e-05
43,26,-9.70984661040775e-05
43,27,-7.896554819615305e-06
43,28,3.2631195524358657e-06
43,29,-1.600682060636482e-06
43,30,2.3883867259684713e-05
43,31,4.2610740656180484e-05
43,32,8.083888822939131e-05
43,33,1.5081886010501842e-05
43,34,2.021745331413387e-05
43,35,-0.00010241234482502507
43,36,-4.652960814234198e-05
43,37,0.00010773608082629427
43,38,8.221183792806752e-05
43,39,-0.00011735599543695987
43,40,2.1572566286515638e-05
43,41,5.3392284632946735e-05
43,42,-0.00010604941440928982
43,43,0.00027665366278825247
43,44,-5.575533508601166e-05
43,45,-1.8577093459856934e-05
43,46,1.9564229617340232e-05
43,47,1.708028416301749e-05
43,48,3.167286123922378e-05
43,49,-3.126733699218969e-05
43,50,7.825488872752681e-06
44,1,8.06353389036227e-06
44,2,1.5056148021712066e-05
44,3,1.2234254451304968e-05
44,4,6.003341598016693e-05
44,5,7.091073674958977e-05
44,6,1.6815826798457095e-05
44,7,4.089206699817104e-05
44,8,2.086264398222848e-06
44,9,-3.525535254888298e-07
44,10,0.00010079116446574737
44,11,-6.323792684781038e-06
44,12,-7.494609017761906e-05
44,13,-4.5805276553074845e-06
44,14,6.2992539106591685e-06
44,15,-3.511507796474797e-05
44,16,-2.2927624073562632e-05
44,17,-9.230585349213521e-05
44,18,-2.035989483731892e-06
44,19,-7.322870553756549e-05
44,20,5.003865377432292e-05
44,21,6.225727331641006e-05
44,22,2.0729701488829682e-05
44,23,3.17244015096144e-06
44,24,3.873142008032355e-06
44,25,1.7495732342505944e-05
44,26,0.00011036024535478397
44,27,-3.365061397340809e-05
44,28,-2.8196926166237154e-05
44,29,-4.3560949409630174e-05
44,30,2.2740343085579954e-05
44,31,-1.095420755172524e-05
44,32,-2.6823296918351736e-05
44,33,2.7742501345025807e-05
44,34,3.633336367137033e-05
44,35,5.298160790012766e-05
44,36,-9.334495170060612e-06
44,37,2.2391732388344866e-05
44,38,4.531424507006907e-05
44,39,-2.5701425242739808e-05
44,40,-3.9596765922642684e-05
44,41,1.2324994194060129e-05
44,42,-1.2946800587065042e-05
44,43,-5.575533508601166e-05
44,44,0.0002895597114237337
44,45,-1.496178884654891e-05
44,46,-4.061043593551541e-06
44,47,-6.392360133040616e-05
44,48,-1.7052811430309777e-05
44,49,-0.0001074180884799606
44,50,-1.0943101123855868e-05
45,1,4.4144380059356175e-06
45,2,2.762338155354185e-05
45,3,1.7641512158888913e-05
45,4,-4.3586752286002866e-05
45,5,3.939236731875872e-06
45,6,-3.8121528823669204e-05
45,7,7.210567611146891e-06
45,8,1.6750209516167213e-05
45,9,1.091465694422759e-05
45,10,3.878435108565197e-05
45,11,1.439909126141329e-05
45,12,-2.135683023795954e-05
45,13,2.8967724955576946e-05
45,14,1.9873182910079163e-05
45,15,-6.977970852757733e-05
45,16,4.568270374089572e-06
45,17,-1.642642951494118e-05
45,18,7.141175619132002e-05
45,19,-4.924318261337127e-06
45,20,-1.0426395543378556e-05
45,21,8.878639432871422e-06
45,22,1.4939866485464956e-05
45,23,-1.2285328633573877e-05
45,24,-3.409247099794494e-05
45,25,-5.573782660667832e-06
45,26,-4.577755442362057e-05
45,27,-3.393401983133757e-05
45,28,8.043582958671713e-06
45,29,1.2982142543001408e-05
45,30,1.0815107713480593e-05
45,31,6.687922031307685e-06
45,32,-2.5795141195189332e-05
45,33,2.171719080874647e-05
45,34,-3.1882156059495205e-05
45,35,1.8374531370001745e-05
45,36,1.8305829838637844e-05
45,37,5.707674456923715e-05
45,38,-1.277940770973349e-05
45,39,1.4109803090166428e-05
45,40,-8.141187913866271e-06
45,41,1.802161486687926e-05
45,42,1.92118590228547e-05
45,43,-1.8577093459856934e-05
45,44,-1.496178884654891e-05
45,45,0.00016181599320770458
45,46,5.729077548390354e-06
45,47,-2.09300424441149e-05
45,48,-5.1016057237787685e-05
45,49,-4.642087696730648e-06
45,50,-2.555679372099252e-06
46,1,6.926695104864806e-05
46,2,1.163578996509568e-05
46,3,-3.81777462679037e-05
46,4,-1.7108964427308623e-05
46,5,-5.209914661524832e-05
46,6,4.591191875186938e-05
46,7,9.859126452732896e-05
46,8,2.187632615802119e-05
46,9,-9.108850108641732e-05
46,10,-6.290851612195575e-05
46,11,3.1621330596749664e-05
46,12,7.814201935685646e-05
46,13,2.8129547991751204e-05
46,14,3.1886092954080535e-05
46,15,1.8819576548121186e-05
46,16,1.3506358841284885e-05
46,17,8.323554314812515e-05
46,18,-5.2923575679018454e-05
46,19,9.552217566285428e-05
46,20,-4.190111870038868e-05
46,21,-6.181459325447507e-05
46,22,4.15217840813673e-05
46,23,0.00010062565692946236
46,24,-6.331651912091711e-05
46,25,6.353190315232852e-05
46,26,3.302274514141356e-05
46,27,-8.176514156758956e-05
46,28,3.651134515369333e-06
46,29,-5.784630361130357e-05
46,30,-1.1666574718998142e-05
46,31,3.656063521652207e-05
46,32,4.333835217105866e-05
46,33,6.016002893330661e-05
46,34,2.904135150014021e-05
46,35,-5.68223613868683e-06
46,36,-3.3631814122459474e-05
46,37,4.928897782353722e-05
46,38,3.095011940013292e-05
46,39,4.008185089584345e-05
46,40,-3.278954006582665e-05
46,41,2.7453295337142037e-05
46,42,-3.469711855609138e-07
46,43,1.9564229617340232e-05
46,44,-4.061043593551541e-06
46,45,5.729077548390354e-06
46,46,0.00031798303715753896
46,47,-1.4676830922532436e-05
46,48,7.004331455086737e-05
46,49,-5.2449470688579705e-05
46,50,-3.384246634834936e-05
47,1,-3.7763201723207905e-05
47,2,-6.986565294454236e-05
47,3,5.240702978952e-05
47,4,7.484777294013422e-05
47,5,-8.502823068559834e-05
47,6,-1.3188338675247286e-05
47,7,6.003124442505938e-05
47,8,-0.00012162483870598473
47,9,8.641478842077522e-06
47,10,-2.2002166532527924e-05
47,11,3.4197202992596736e-05
47,12,1.4026365505024019e-05
47,13,0.0001020238681245575
47,14,-8.686546606620632e-05
47,15,0.00013445500023288255
47,16,-4.053826610543776e-05
47,17,0.00012330801466053462
47,18,-8.187717632532546e-05
47,19,3.1678749227723134e-05
47,20,-1.3418469307117168e-05
47,21,1.1206774936500185e-05
47,22,-8.460330896669e-05
47,23,5.056945086918187e-05
47,24,2.5694071691058768e-05
47,25,-4.991673962791732e-05
47,26,3.973532656444344e-05
47,27,4.654376876656676e-05
47,28,2.653605576887172e-05
47,29,5.007745010931122e-05
47,30,5.7943481127203e-05
47,31,-4.559505303412909e-05
47,32,-1.9182819235659096e-06
47,33,2.1485077157656263e-05
47,34,0.00013490986869175707
47,35,2.9301676272362938e-05
47,36,-9.728303140755556e-06
47,37,-0.00010547518271025008
47,38,2.0133525293982782e-05
47,39,3.069881901565108e-05
47,40,9.074282652764859e-05
47,41,2.3280779923892275e-05
47,42,9.348247195192065e-06
47,43,1.708028416301749e-05
47,44,-6.392360133040616e-05
47,45,-2.09300424441149e-05
47,46,-1.4676830922532436e-05
47,47,0.0002751474925667152
47,48,4.791993237362685e-05
47,49,9.794044151603116e-05
47,50,1.6978293349240236e-05
48,1,4.445984440577242e-05
48,2,1.0695541320395208e-05
48,3,-3.320077029061186e-05
48,4,4.818628892786053e-05
48,5,-3.99448531844525e-05
48,6,6.752137496073467e-05
48,7,6.147887234500219e-06
48,8,-7.509353163474454e-05
48,9,-3.688712164036841e-05
48,10,-4.364875269721291e-05
48,11,-1.3405830605626987e-05
48,12,7.711813805116282e-05
48,13,5.093041294042344e-06
48,14,-3.6343081774439475e-05
48,15,3.724771330204347e-05
48,16,3.436517395568243e-06
48,17,7.153212770178615e-05
48,18,-7.08856588007606e-05
48,19,7.570901818358226e-05
48,20,-6.46366416757413e-05
48,21,-1.329631606719652e-05
48,22,-5.829560477513161e-05
48,23,7.923265526529704e-05
48,24,-1.4644277051207418e-05
48,25,4.7019520984356355e-05
48,26,4.550940507178857e-05
48,27,4.3037628822176094e-05
48,28,6.972577126900773e-06
48,29,-7.089486945590604e-06
48,30,-7.195869802989829e-05
48,31,6.308133973146947e-05
48,32,8.096714260895577e-06
48,33,-1.5297191492730882e-05
48,34,0.00010380892139340047
48,35,-5.828651262176215e-05
48,36,-2.1367470854388096e-05
48,37,-7.22344097757694e-05
48,38,9.919914120659497e-06
48,39,1.3790083864124553e-06
48,40,-6.73225153058122e-06
48,41,-6.131374646480687e-06
48,42,-3.125622904653621e-06
48,43,3.167286123922378e-05
48,44,-1.7052811430309777e-05
48,45,-5.1016057237787685e-05
48,46,7.004331455086737e-05
48,47,4.791993237362685e-05
48,48,0.00023834812439647624
48,49,6.229009381135785e-05
48,50,-4.3000221707779924e-05
49,1,-0.00010116043745361012
49,2,3.433483398893788e-05
49,3,2.5831621528674678e-05
49,4,-1.3038669818232224e-05
49,5,-8.966820543443865e-05
49,6,-4.6646723687670405e-05
49,7,-5.6610842970474445e-05
49,8,-9.072191915948466e-05
49,9,3.1949359903545485e-05
49,10,-9.31304020889127e-05
49,11,1.7152568363201366e-05
49,12,8.40819521401671e-05
49,13,-3.891908132034589e-06
49,14,-8.816399761974651e-05
49,15,-4.539781258545839e-05
49,16,-5.192124668929248e-05
49,17,0.00010544141154672093
49,18,3.724532824634198e-05
49,19,8.040714247901671e-05
49,20,-9.37338417043729e-05
49,21,3.2684691503936984e-05
49,22,-0.00015310412143136381
49,23,-1.6282104259799593e-05
49,24,8.335178634765666e-05
49,25,-6.600774578617779e-05
49,26,-2.259934141267445e-06
49,27,0.00014200599797779234
49,28,-2.0848234884525168e-05
49,29,7.361028875837878e-05
49,30,-0.00017882872040873258
49,31,5.427736701875659e-06
49,32,6.291087683492204e-06
49,33,-4.022953971026176e-05
49,34,0.00011988744898602928
49,35,5.831196858784863e-05
49,36,3.739449507466963e-05
49,37,-3.840721448347945e-05
49,38,-7.646637969285352e-05
49,39,4.450463566659409e-05
49,40,6.283923804513382e-05
49,41,-3.791477904782599e-05
49,42,6.941825174155666e-05
49,43,-3.126733699218969e-05
49,44,-0.0001074180884799606
49,45,-4.642087696730648e-06
49,46,-5.2449470688579705e-05
49,47,9.794044151603116e-05
49,48,6.229009381135785e-05
49,49,0.00035349852285987003
49,50,6.821698375456324e-05
50,1,-0.00012844031378070458
50,2,-3.498638939623171e-05
50,3,-2.7063189574093807e-05
50,4,-3.068159508786696e-05
50,5,-6.525331942393253e-05
50,6,-6.976706360941904e-05
50,7,-7.847282249047577e-07
50,8,-1.722262852777554e-05
50,9,6.243116662075814e-05
50,10,-7.360170029844105e-05
50,11,6.80213424760146e-05
50,12,-5.4549768330472945e-06
50,13,-2.3364260671762318e-05
50,14,-1.8444038190656202e-05
50,15,-6.31534056869578e-05
50,16,-6.018475853999429e-05
50,17,3.1496432190115854e-05
50,18,3.76620044215108e-05
50,19,3.6728687398322025e-05
50,20,-3.432826359071547e-05
50,21,2.3359919477606678e-05
50,22,-5.6295388987179756e-05
50,23,-0.00010679422057898431
50,24,5.8055612168498495e-05
50,25,-5.66173451329883e-05
50,26,8.454611007741328e-06
50,27,3.863066014625019e-05
50,28,-7.039946107236152e-06
50,29,1.1307540921185175e-05
50,30,-7.28697384472453e-05
50,31,-3.851670578711852e-05
50,32,7.559858713948099e-05
50,33,2.7759185324002068e-05
50,34,3.340015822735119e-05
50,35,9.49818002669592e-05
50,36,2.867380580520299e-05
50,37,6.868861923304947e-05
50,38,-5.052415855305888e-06
50,39,6.364153262475704e-06
50,40,6.605962012200287e-06
50,41,-8.769682245953991e-06
50,42,9.645375750992454e-06
50,43,7.825488872752681e-06
50,44,-1.0943101123855868e-05
50,45,-2.555679372099252e-06
50,46,-3.384246634834936e-05
50,47,1.6978293349240236e-05
50,48,-4.3000221707779924e-05
50,49,6.821698375456324e-05
50,50,0.00024445287702812665
